PC-QUANPHAM$,hb.emxdgt.com,2021-03-30,2,1
PC-QUANPHAM$,prebid.adnxs.com,2021-03-30,0,1
PC-QUANPHAM$,pxdrop.lijit.com,2021-03-30,0,1
PC-QUANPHAM$,a.vdo.ai,2021-03-30,1,1
PC-QUANPHAM$,cdn.helpex.vn,2021-03-30,0,1
PC-QUANPHAM$,cdn.taboola.com,2021-03-30,3,1
PC-QUANPHAM$,gu.dyntrk.com,2021-03-30,0,1
PC-QUANPHAM$,intake.pbstck.com,2021-03-30,1,1
PC-QUANPHAM$,kafka.apache.org,2021-03-30,0,1
PC-QUANPHAM$,nifi.apache.org,2021-03-30,0,1
PC-QUANPHAM$,prebid-eu.creativecdn.com,2021-03-30,0,1
PC-QUANPHAM$,prebid-stag.setupad.net,2021-03-30,0,1
PC-QUANPHAM$,pubads.g.doubleclick.net,2021-03-30,0,1
PC-QUANPHAM$,sentry-app.postmanlabs.com,2021-03-30,0,1
PC-QUANPHAM$,ssc.33across.com,2021-03-30,0,1
PC-QUANPHAM$,dsp.adfarm1.adition.com,2021-03-31,6,2
PC-QUANPHAM$,fundingchoicesmessages.google.com,2021-03-31,0,2
PC-QUANPHAM$,maps.googleapis.com,2021-03-31,6,2
PC-QUANPHAM$,s.update.rubiconproject.com,2021-03-31,3,2
PC-QUANPHAM$,sync.extend.tv,2021-03-31,0,2
PC-QUANPHAM$,trouter-azsc-asse-0-b.trouter.skype.com,2021-03-31,0,2
PC-QUANPHAM$,bh.contextweb.com,2021-03-31,6,2
PC-QUANPHAM$,de.tynt.com,2021-03-31,0,2
PC-QUANPHAM$,payment.now.vn,2021-03-31,0,2
PC-QUANPHAM$,prod.registrar.skype.com,2021-03-31,0,2
PC-QUANPHAM$,ssc-cms.33across.com,2021-03-31,0,2
PC-QUANPHAM$,sync.targeting.unrulymedia.com,2021-03-31,6,2
PC-QUANPHAM$,www.baeldung.com,2021-03-31,6,2
PC-QUANPHAM$,apps.facebook.com,2021-03-31,6,2
PC-QUANPHAM$,ssc.33across.com,2021-03-31,0,2
PC-QUANPHAM$,sync.adotmob.com,2021-03-31,6,2
PC-QUANPHAM$,tag.getdrip.com,2021-03-31,6,2
PC-QUANPHAM$,ad.360yield.com,2021-03-31,6,2
PC-QUANPHAM$,ad.doubleclick.net,2021-03-31,6,2
PC-QUANPHAM$,vap2sfo1.lijit.com,2021-03-30,0,1
PC-QUANPHAM$,www.programmersought.com,2021-03-30,2,1
PC-QUANPHAM$,149351115.v2.pressablecdn.com,2021-03-30,0,1
PC-QUANPHAM$,ad.360yield.com,2021-03-30,0,1
PC-QUANPHAM$,ad4m.at,2021-03-30,0,1
PC-QUANPHAM$,ads.stickyadstv.com,2021-03-30,0,1
PC-QUANPHAM$,adtrack.adleadevent.com,2021-03-30,2,1
PC-QUANPHAM$,coderstea.com,2021-03-30,0,1
PC-QUANPHAM$,event.clientgear.com,2021-03-30,0,1
PC-QUANPHAM$,farm.plista.com,2021-03-30,3,1
PC-QUANPHAM$,images-c.taboola.com,2021-03-30,0,1
PC-QUANPHAM$,pbs.twimg.com,2021-03-30,0,1
PC-QUANPHAM$,qastack.vn,2021-03-30,0,1
PC-QUANPHAM$,s.ad.smaato.net,2021-03-30,0,1
PC-QUANPHAM$,s.update.3lift.com,2021-03-30,0,1
PC-QUANPHAM$,settings-win.data.microsoft.com,2021-03-30,1,1
PC-QUANPHAM$,spl.zeotap.com,2021-03-30,0,1
PC-QUANPHAM$,sync.teads.tv,2021-03-30,0,1
PC-QUANPHAM$,appnexus-partners.tremorhub.com,2021-03-30,0,1
PC-QUANPHAM$,buysellads-d.openx.net,2021-03-30,6,1
PC-QUANPHAM$,c.disquscdn.com,2021-03-30,0,1
PC-QUANPHAM$,cdn.shortpixel.ai,2021-03-30,0,1
PC-QUANPHAM$,cdn.simplecast.com,2021-03-30,0,1
PC-QUANPHAM$,cksync.yahoo.co.jp,2021-03-30,2,1
PC-QUANPHAM$,cloud.setupad.com,2021-03-30,2,1
PC-QUANPHAM$,cs.emxdgt.com,2021-03-30,0,1
PC-QUANPHAM$,disqus.com,2021-03-30,0,1
PC-QUANPHAM$,dl.pstmn.io,2021-03-30,0,1
PC-QUANPHAM$,gsso.deliverynow.vn,2021-03-30,3,1
PC-QUANPHAM$,inotgo.com,2021-03-30,0,1
PC-QUANPHAM$,ad.sxp.smartclip.net,2021-03-31,6,2
PC-QUANPHAM$,ads.lfstmedia.com,2021-03-31,6,2
PC-QUANPHAM$,android.clients.google.com,2021-03-31,3,2
PC-QUANPHAM$,loopme.me,2021-03-30,0,1
PC-QUANPHAM$,beacon-hkg1-v4.rubiconproject.com,2021-03-31,0,2
PC-QUANPHAM$,prg.smartadserver.com,2021-03-30,0,1
PC-QUANPHAM$,ps.eyeota.net,2021-03-30,0,1
PC-QUANPHAM$,raw.githubusercontent.com,2021-03-30,3,1
PC-QUANPHAM$,script.4dex.io,2021-03-30,2,1
PC-QUANPHAM$,shareprogramming.net,2021-03-30,0,1
PC-QUANPHAM$,t.dtscout.com,2021-03-30,2,1
PC-QUANPHAM$,www.coderanch.com,2021-03-30,0,1
PC-QUANPHAM$,www.healthzap.co,2021-03-30,0,1
PC-QUANPHAM$,www.javadevjournal.com,2021-03-30,0,1
PC-QUANPHAM$,abm2.listenloop.com,2021-03-30,0,1
PC-QUANPHAM$,ad.sxp.smartclip.net,2021-03-30,0,1
PC-QUANPHAM$,ads.lfstmedia.com,2021-03-30,0,1
PC-QUANPHAM$,aorta.clickagy.com,2021-03-30,0,1
PC-QUANPHAM$,avatars.discourse-cdn.com,2021-03-30,0,1
PC-QUANPHAM$,beacon-hkg1-v4.rubiconproject.com,2021-03-30,3,1
PC-QUANPHAM$,bifrost-v4.getpostman.com,2021-03-30,0,1
PC-QUANPHAM$,cdn.izooto.com,2021-03-30,2,1
PC-QUANPHAM$,code.jquery.com,2021-03-30,2,1
PC-QUANPHAM$,codelearn.io,2021-03-30,0,1
PC-QUANPHAM$,dmp.adform.net,2021-03-30,0,1
PC-QUANPHAM$,docs.confluent.io,2021-03-30,0,1
PC-QUANPHAM$,fw.adsafeprotected.com,2021-03-30,1,1
PC-QUANPHAM$,gpcoder.com,2021-03-30,1,1
PC-QUANPHAM$,helpex.vn,2021-03-30,0,1
PC-QUANPHAM$,ice.360yield.com,2021-03-30,0,1
PC-QUANPHAM$,image4.pubmatic.com,2021-03-30,3,1
PC-QUANPHAM$,images.dmca.com,2021-03-30,4,1
PC-QUANPHAM$,js.hs-scripts.com,2021-03-30,3,1
PC-QUANPHAM$,m.adnxs.com,2021-03-30,0,1
PC-QUANPHAM$,match.taboola.com,2021-03-30,0,1
PC-QUANPHAM$,nav.smartscreen.microsoft.com,2021-03-30,0,1
PC-QUANPHAM$,onesignal.com,2021-03-30,0,1
PC-QUANPHAM$,prod.y-medialink.com,2021-03-30,0,1
PC-QUANPHAM$,px.moatads.com,2021-03-30,0,1
PC-QUANPHAM$,s.swiftypecdn.com,2021-03-30,0,1
PC-QUANPHAM$,sa1-urlp-static.secure.skypeassets.com,2021-03-30,3,1
PC-QUANPHAM$,secure-assets.rubiconproject.com,2021-03-30,0,1
PC-QUANPHAM$,simage2.pubmatic.com,2021-03-30,3,1
PC-QUANPHAM$,ssp.api.tappx.com,2021-03-30,0,1
PC-QUANPHAM$,static.zdassets.com,2021-03-30,0,1
PC-QUANPHAM$,steadfastsystem.com,2021-03-30,0,1
PC-QUANPHAM$,91b88cdcfe51064f26681d509251e84e.safeframe.googlesyndication.com,2021-03-31,6,2
PC-QUANPHAM$,9bcf69ed8c442c3c7c5cf1068940ed73.safeframe.googlesyndication.com,2021-03-31,6,2
PC-QUANPHAM$,9c58d0545fa0c028c1656a9496866b04.safeframe.googlesyndication.com,2021-03-31,6,2
PC-QUANPHAM$,a4731.casalemedia.com,2021-03-31,6,2
PC-QUANPHAM$,apps.developermedia.com,2021-03-31,6,2
PC-QUANPHAM$,sync.tidaltv.com,2021-03-30,0,1
PC-QUANPHAM$,targeting.vdo.ai,2021-03-30,0,1
PC-QUANPHAM$,tek4.vn,2021-03-30,1,1
PC-QUANPHAM$,twemoji.maxcdn.com,2021-03-30,0,1
PC-QUANPHAM$,video-hkg4-1.xx.fbcdn.net,2021-03-30,0,1
PC-QUANPHAM$,video-hkg4-2.xx.fbcdn.net,2021-03-30,0,1
PC-QUANPHAM$,video.fdad1-1.fna.fbcdn.net,2021-03-30,0,1
PC-QUANPHAM$,px.owneriq.net,2021-03-30,6,3
PC-QUANPHAM$,c0377159bc307e459099358b86c8af3d.safeframe.googlesyndication.com,2021-03-31,6,2
PC-QUANPHAM$,c139050e8db01dd6df9dc432ad84f331.safeframe.googlesyndication.com,2021-03-31,6,2
PC-QUANPHAM$,c8b040f98f7feaa99c415c4a9b0afeb1.safeframe.googlesyndication.com,2021-03-31,6,2
PC-QUANPHAM$,cc754c9b0efbaa45fda8f92c25c57fea.safeframe.googlesyndication.com,2021-03-31,6,2
PC-QUANPHAM$,video.fhph1-1.fna.fbcdn.net,2021-03-30,0,1
PC-QUANPHAM$,5868c9fda7904a6d75f808405a73dcab.safeframe.googlesyndication.com,2021-03-30,0,1
PC-QUANPHAM$,a.omappapi.com,2021-03-30,0,1
PC-QUANPHAM$,aa.agkn.com,2021-03-30,0,1
PC-QUANPHAM$,analytics.google.com,2021-03-30,3,1
PC-QUANPHAM$,api3.cc.skype.com,2021-03-30,0,1
PC-QUANPHAM$,app.getpostman.com,2021-03-30,0,1
PC-QUANPHAM$,bat.bing.com,2021-03-30,0,1
PC-QUANPHAM$,beacon-hkg1.rubiconproject.com,2021-03-30,3,1
PC-QUANPHAM$,beacons5.gvt3.com,2021-03-30,3,1
PC-QUANPHAM$,biddr.brealtime.com,2021-03-30,0,1
PC-QUANPHAM$,blog.viettelcybersecurity.com,2021-03-30,0,1
PC-QUANPHAM$,bpi.rtactivate.com,2021-03-30,0,1
PC-QUANPHAM$,c.bing.com,2021-03-30,0,1
PC-QUANPHAM$,cdn.adpushup.com,2021-03-30,0,1
PC-QUANPHAM$,cdn.viglink.com,2021-03-30,0,1
PC-QUANPHAM$,cdn4.buysellads.net,2021-03-30,0,1
PC-QUANPHAM$,chowdera.com,2021-03-30,0,1
PC-QUANPHAM$,clients5.google.com,2021-03-30,0,1
PC-QUANPHAM$,cm.adform.net,2021-03-30,0,1
PC-QUANPHAM$,cm.ctnsnet.com,2021-03-30,3,1
PC-QUANPHAM$,coderanch.com,2021-03-30,0,1
PC-QUANPHAM$,config.teams.microsoft.com,2021-03-30,3,1
PC-QUANPHAM$,connect-metrics-collector.s-onetag.com,2021-03-30,0,1
PC-QUANPHAM$,csp.withgoogle.com,2021-03-30,0,1
PC-QUANPHAM$,d.turn.com,2021-03-30,3,1
PC-QUANPHAM$,desktop.docker.com,2021-03-30,0,1
PC-QUANPHAM$,e1.emxdgt.com,2021-03-30,0,1
PC-QUANPHAM$,efreecode.com,2021-03-30,0,1
PC-QUANPHAM$,embed.doorbell.io,2021-03-30,3,1
PC-QUANPHAM$,fonts.dzone.com,2021-03-30,0,1
PC-QUANPHAM$,ghbtns.com,2021-03-30,3,1
PC-QUANPHAM$,groups.google.com,2021-03-30,0,1
PC-QUANPHAM$,howtodoinjava.com,2021-03-30,0,1
PC-QUANPHAM$,htlb.casalemedia.com,2021-03-30,3,1
PC-QUANPHAM$,ib.beintoo.com,2021-03-30,0,1
PC-QUANPHAM$,images2.programmersought.com,2021-03-30,0,1
PC-QUANPHAM$,intellij-support.jetbrains.com,2021-03-30,0,1
PC-QUANPHAM$,itnext.io,2021-03-30,0,1
PC-QUANPHAM$,javahowtos.com,2021-03-30,0,1
PC-QUANPHAM$,links.services.disqus.com,2021-03-30,0,1
PC-QUANPHAM$,maps.gstatic.com,2021-03-30,0,1
PC-QUANPHAM$,officehomeblobs.blob.core.windows.net,2021-03-30,3,1
PC-QUANPHAM$,p18.zdassets.com,2021-03-30,0,1
PC-QUANPHAM$,pool.grid-data.bidswitch.net,2021-03-30,0,1
PC-QUANPHAM$,prebid-asia.creativecdn.com,2021-03-30,0,1
PC-QUANPHAM$,prod-acb5.kxcdn.com,2021-03-30,0,1
PC-QUANPHAM$,programmingsharing.com,2021-03-30,0,1
PC-QUANPHAM$,pv.pjtsu.com,2021-03-30,1,1
PC-QUANPHAM$,r1---sn-8qj-nboek.googlevideo.com,2021-03-30,0,1
PC-QUANPHAM$,r2---sn-8qj-nbosz.googlevideo.com,2021-03-30,0,1
PC-QUANPHAM$,r3---sn-30a7rn7l.googlevideo.com,2021-03-30,0,1
PC-QUANPHAM$,r4---sn-8qj-nboed.googlevideo.com,2021-03-30,0,1
PC-QUANPHAM$,r4---sn-8qj-nbole.googlevideo.com,2021-03-30,0,1
PC-QUANPHAM$,r5---sn-8qj-nbosz.googlevideo.com,2021-03-30,0,1
PC-QUANPHAM$,r6---sn-8qj-nbosz.googlevideo.com,2021-03-30,0,1
PC-QUANPHAM$,resources.jetbrains.com,2021-03-30,0,1
PC-QUANPHAM$,rtb.mfadsrvr.com,2021-03-30,0,1
PC-QUANPHAM$,s.cpx.to,2021-03-30,0,1
PC-QUANPHAM$,s.thebrighttag.com,2021-03-30,0,1
PC-QUANPHAM$,s4.histats.com,2021-03-30,0,1
PC-QUANPHAM$,script.hotjar.com,2021-03-30,0,1
PC-QUANPHAM$,segments.company-target.com,2021-03-30,3,1
PC-QUANPHAM$,socket-fornax.simplecast.com,2021-03-30,0,1
PC-QUANPHAM$,spring.io,2021-03-30,0,1
PC-QUANPHAM$,stackoverflow.blog,2021-03-30,0,1
PC-QUANPHAM$,static.adsafeprotected.com,2021-03-30,1,1
PC-QUANPHAM$,stnd-ipsg.crsi.symantec.com,2021-03-30,3,1
PC-QUANPHAM$,sync.aralego.com,2021-03-30,0,1
PC-QUANPHAM$,sync.jivox.com,2021-03-30,3,1
PC-QUANPHAM$,sync.technoratimedia.com,2021-03-30,0,1
PC-QUANPHAM$,theme.zdassets.com,2021-03-30,0,1
PC-QUANPHAM$,thumb3.programmersought.com,2021-03-30,0,1
PC-QUANPHAM$,thumb4.programmersought.com,2021-03-30,0,1
PC-QUANPHAM$,translate.googleapis.com,2021-03-30,3,1
PC-QUANPHAM$,www.postgresql.org,2021-03-30,0,1
PC-QUANPHAM$,www.tutorialspoint.com,2021-03-30,0,1
PC-QUANPHAM$,x.dlx.addthis.com,2021-03-30,0,1
PC-QUANPHAM$,zetcode.com,2021-03-30,0,1
PC-QUANPHAM$,01ce679ecbfa059bf37302e5ac1459ad.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,03f2b3d46588d889019b209582164869.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,07954e1333c51d9211952a234780cb8f.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,0ac39d3ddba066349e5a449797866a5c.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,0bf092455efdb0fa60916287d6554fc7.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,0c9fc088c44d35351f321f934d0490e5.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,0de015d59be3b31f6fbb72a163e79279.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,0e46dc0930a2f42d1c1f653f03648e81.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,10ce79cf790d996cc0d1e6b0ebe6980a.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,113b652ce81cba24421e45b0d624997e.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,12ca7fb8f27564d824f094eef780db64.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,14c99b814419922ec3c55952aa8ad4b9.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,1fde876a7990b208ea23069a4ce72610.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,2.pik.vn,2021-03-30,3,1
PC-QUANPHAM$,2056ff7516fec793158e7c40b564a4e0.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,23663275a5a779bfabc9fb6c7acfa863.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,23733adca8fc78466861c3b7a600b5fc.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,2462a1b0353dbb1f1a9ca8e34776f6ac.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,255ae5b6b56e412e3f71d1182211cbc2.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,2a18d3967066602593deee4eb7b736d9.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,2b509bf2b0f8533c2954c3536a6d2e0f.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,2d73b05d3a763ca08f5038a3ed346fa1.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,3.pik.vn,2021-03-30,3,1
PC-QUANPHAM$,312b446c9e6be7168ce343442858964a.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,368f70e53357ee955717410bb1eec543.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,374d538e090bd4c8241af798c7218502.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,3801a53121266edf969f8c3f79aabdc2.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,3e10a4fdf99ee3f36377eed4f247a873.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,411142494fadc177a133f097e8a2ff2e.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,41c6af14b91f29ffa4042ff268bbc3df.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,4212d6e1a59042d5ab1634bf8a18b8ca.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,44541cd9dab53b48216bec5e59784607.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,46fccd46167a44aef8ca304ebb2840ca.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,4b8f71153198ff7af1cc718a298fa4e2.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,4dce0a97d26007c140c9a795dcfe3d26.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,4fcce3ebcd74b5f37a7533be5e405f5e.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,52e0e8340d38df65c07f283aad9d1939.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,5563bce99d5b5db5e43361e5a35dd2af.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,582-qhx-262.mktoresp.com,2021-03-30,3,1
PC-QUANPHAM$,5a065bd41d109e880f181d134d7ab8d5.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,5a7cf1d658fa9523968412873a576f1a.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,61ee9fe0a63ef9df82fe6252fd79d46f.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,635f5db9926c18e44169650ac8e858b5.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,648e0ba6aa7907871ac6ba576d95cd97.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,656c28e3520dabeaa8c90fee1afc4d4d.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,666e49138709439a6032b0370840e5a3.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,66813d113551fcbca92bd79cf228f739.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,69c7df6a646b95c805969a83400f0812.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,6ab72529d96e4a94e0c9c42fea6e07ab.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,70fdae5ab70b1247c5f38ec4f04b8f64.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,747917340319ab2eff18fb2d3dc63a00.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,7bf0d4944c6cfb8501207d2592e62c1a.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,7e72061160bfca01df1d6d14253dce90.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,805a2c84cf3702dbd4c83ecd3a6ebea2.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,82b97d18d0b23ab593ec2b35ae43d437.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,83a58dcbe22fdd5d78cb3bac037503ca.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,846451badb2f75a5832e83876909c7c8.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,85c91cdb04b1f2601decdf4e788c5b6d.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,85fff3f80222838f8b6789a472073030.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,8a6f8b757580a840294fc53d6db47491.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,8a7d08e4d05fb6365b96f7ce5cf4882f.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,8c5da909dc233894d2361382415d9983.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,8c77ff0949ad29482ddbb4cbd4190636.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,91b7a8e7e933c41dd8757b2dd64eb941.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,93071d8a1e8d55c99f88f1fe2cb8be52.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,95770e4ad25b0126456cbfbd4d4dc8da.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,960a51442faee7589f26bbcf592448f9.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,99029ac90648a238293cb98a418adc45.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,997fc6385bceeec77651cf56a8583691.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,99a193ae66cb48265b5d5f40143a3d0f.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,9cb20dd622091f3b4a94f68d627f89bf.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,9fa80df6eb4d6202eeb04a3b5668f150.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,a.tribalfusion.com,2021-03-30,3,1
PC-QUANPHAM$,a0a22375136da6a0bcdca849b425b9ef.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,a15784060578.cdn.optimizely.com,2021-03-30,3,1
PC-QUANPHAM$,a202770db2ad8283539ac400a1ade48e.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,a29f3f2b600792371ff13d95f49a2ae8.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,a5f6ab63ffbd41a82d0e94d0e374c8b4.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,aax-eu.amazon-adsystem.com,2021-03-30,3,1
PC-QUANPHAM$,ab9c6614b35aaa3b4b8e6a9404f54a25.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,ac3c0151d8ad87966f6b4d1cba198e57.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,ad03bdc3ee00846321450032246d03cf.safeframe.googlesyndication.com,2021-03-30,3,1
PC-QUANPHAM$,ads.avocet.io,2021-03-30,3,1
PC-QUANPHAM$,adventori.com,2021-03-30,3,1
